,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Team,Game,Date,Home,Opponent,WINorLOSS,Points,Opp.Points,FieldGoals,FieldGoalsAttempted,FieldGoals.,3PointShots,3PointShotsAttempted,3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoalsAttempted,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrowsAttempted,Opp.FreeThrows.,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls,date,Points-Differential,FieldGoals-Differential,FieldGoalsAttempted-Differential,FieldGoals.-Differential,3PointShots-Differential,3PointShotsAttempted-Differential,3PointShots.-Differential,FreeThrows-Differential,FreeThrowsAttempted-Differential,FreeThrows.-Differential,OffRebounds-Differential,TotalRebounds-Differential,Assists-Differential,Steals-Differential,Blocks-Differential,Turnovers-Differential,TotalFouls-Differential,cumalitive_Points,cumalitive_Points_differential,cumalitive_FieldGoals,cumalitive_FieldGoals_differential,cumalitive_FieldGoalsAttempted,cumalitive_FieldGoalsAttempted_differential,cumalitive_FieldGoals.,cumalitive_FieldGoals._differential,cumalitive_3PointShots,cumalitive_3PointShots_differential,cumalitive_3PointShotsAttempted,cumalitive_3PointShotsAttempted_differential,cumalitive_3PointShots.,cumalitive_3PointShots._differential,cumalitive_FreeThrows,cumalitive_FreeThrows_differential,cumalitive_FreeThrowsAttempted,cumalitive_FreeThrowsAttempted_differential,cumalitive_FreeThrows.,cumalitive_FreeThrows._differential,cumalitive_OffRebounds,cumalitive_OffRebounds_differential,cumalitive_TotalRebounds,cumalitive_TotalRebounds_differential,cumalitive_Assists,cumalitive_Assists_differential,cumalitive_Steals,cumalitive_Steals_differential,cumalitive_Blocks,cumalitive_Blocks_differential,cumalitive_Turnovers,cumalitive_Turnovers_differential,cumalitive_TotalFouls,cumalitive_TotalFouls_differential
2296,2296,4756,1194,UTA,1,2015-10-28,Away,DET,L,87,92,35,75,0.467,2,12,0.16699999999999998,15,21,0.7140000000000001,4,38,15,4,5,12,25,30,74,0.405,7,19,0.368,25,34,0.735,8,43,16,2,4,10,20,2015-10-28,-5,5,1,0.062,-5,-7,-0.201,-10,-13,-0.02099999999999991,-4,-5,-1,2,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2297,2297,4757,2194,UTA,2,2015-10-30,Away,PHI,W,99,71,36,88,0.409,7,13,0.5379999999999999,20,25,0.8,13,51,19,10,9,7,22,19,63,0.302,6,15,0.4,27,37,0.73,8,39,15,4,5,18,22,2015-10-30,28,17,25,0.10699999999999997,1,-2,0.1379999999999999,-7,-12,0.07000000000000006,5,12,4,6,4,-11,0,87.0,-5.0,35.0,5.0,75.0,1.0,0.467,0.062,2.0,-5.0,12.0,-7.0,0.16699999999999998,-0.201,15.0,-10.0,21.0,-13.0,0.7140000000000001,-0.02099999999999991,4.0,-4.0,38.0,-5.0,15.0,-1.0,4.0,2.0,5.0,1.0,12.0,2.0,25.0,5.0
2298,2298,4758,3194,UTA,3,2015-10-31,Away,IND,W,97,76,39,88,0.44299999999999995,6,15,0.4,13,18,0.722,15,47,15,13,4,17,24,28,70,0.4,4,17,0.235,16,21,0.762,7,34,10,8,7,24,19,2015-10-31,21,11,18,0.04299999999999998,2,-2,0.16500000000000006,-3,-3,-0.040000000000000036,8,13,5,5,-3,-7,5,186.0,23.0,71.0,22.0,163.0,26.0,0.876,0.16899999999999998,9.0,-4.0,25.0,-9.0,0.7049999999999998,-0.06300000000000011,35.0,-17.0,46.0,-25.0,1.5140000000000002,0.049000000000000155,17.0,1.0,89.0,7.0,34.0,3.0,14.0,8.0,14.0,5.0,19.0,-9.0,47.0,5.0
2299,2299,4759,4194,UTA,4,2015-11-04,Home,POR,L,92,108,33,88,0.375,5,24,0.20800000000000002,21,33,0.636,16,40,9,12,8,9,22,41,77,0.532,11,25,0.44,15,32,0.469,13,48,11,5,7,19,25,2015-11-04,-16,-8,11,-0.15700000000000006,-6,-1,-0.23199999999999998,6,1,0.16700000000000004,3,-8,-2,7,1,-10,-3,283.0,44.0,110.0,33.0,251.0,44.0,1.319,0.21199999999999997,15.0,-2.0,40.0,-11.0,1.105,0.10199999999999995,48.0,-20.0,64.0,-28.0,2.236,0.009000000000000119,32.0,9.0,136.0,20.0,49.0,8.0,27.0,13.0,18.0,2.0,36.0,-16.0,71.0,10.0
2300,2300,4760,5194,UTA,5,2015-11-05,Away,DEN,W,96,84,37,85,0.435,11,24,0.45799999999999996,11,17,0.647,12,43,23,6,6,10,26,28,72,0.389,5,20,0.25,23,34,0.6759999999999999,11,45,16,4,6,13,14,2015-11-05,12,9,13,0.04599999999999999,6,4,0.208,-12,-17,-0.028999999999999918,1,-2,7,2,0,-3,12,375.0,28.0,143.0,25.0,339.0,55.0,1.694,0.05499999999999991,20.0,-8.0,64.0,-12.0,1.313,-0.13000000000000003,69.0,-14.0,97.0,-27.0,2.8720000000000003,0.17600000000000016,48.0,12.0,176.0,12.0,58.0,6.0,39.0,20.0,26.0,3.0,45.0,-26.0,93.0,7.0
2301,2301,4761,6194,UTA,6,2015-11-07,Home,MEM,W,89,79,31,74,0.419,12,27,0.444,15,18,0.833,9,49,18,7,10,21,20,30,91,0.33,6,19,0.316,13,14,0.929,13,44,16,8,1,14,21,2015-11-07,10,1,-17,0.08899999999999998,6,8,0.128,2,4,-0.09600000000000007,-4,5,2,-1,9,7,-1,471.0,40.0,180.0,34.0,424.0,68.0,2.129,0.1009999999999999,31.0,-2.0,88.0,-8.0,1.771,0.07799999999999996,80.0,-26.0,114.0,-44.0,3.519,0.14700000000000024,60.0,13.0,219.0,10.0,81.0,13.0,45.0,22.0,32.0,3.0,55.0,-29.0,119.0,19.0
2302,2302,4762,7194,UTA,7,2015-11-10,Away,CLE,L,114,118,40,82,0.488,10,22,0.455,24,28,0.857,13,37,30,11,0,16,35,37,74,0.5,11,24,0.45799999999999996,33,43,0.767,11,35,24,9,6,16,21,2015-11-10,-4,3,8,-0.012000000000000009,-1,-2,-0.003000000000000003,-9,-15,0.08999999999999997,2,2,6,2,-6,0,14,560.0,50.0,211.0,35.0,498.0,51.0,2.548,0.1899999999999999,43.0,4.0,115.0,0.0,2.215,0.20599999999999996,95.0,-24.0,132.0,-40.0,4.352,0.05100000000000017,69.0,9.0,268.0,15.0,99.0,15.0,52.0,21.0,42.0,12.0,76.0,-22.0,139.0,18.0
2303,2303,4763,877,UTA,8,2015-11-12,Away,MIA,L,91,92,34,89,0.382,4,17,0.235,19,25,0.76,11,42,13,10,9,10,23,36,77,0.46799999999999997,4,13,0.308,16,25,0.64,8,47,14,6,11,15,20,2015-11-12,-1,-2,12,-0.08600000000000002,0,4,-0.07300000000000001,3,0,0.12,3,-5,-1,4,-2,-5,3,674.0,46.0,251.0,38.0,580.0,59.0,3.036,0.17799999999999988,53.0,3.0,137.0,-2.0,2.67,0.20299999999999996,119.0,-33.0,160.0,-55.0,5.2090000000000005,0.14100000000000013,82.0,11.0,305.0,17.0,129.0,21.0,63.0,23.0,42.0,6.0,92.0,-22.0,174.0,32.0
2304,2304,4764,958,UTA,9,2015-11-13,Away,ORL,L,93,102,34,87,0.391,8,25,0.32,17,23,0.7390000000000001,12,41,24,14,6,17,24,32,76,0.42100000000000004,10,27,0.37,28,31,0.903,10,45,20,11,11,20,20,2015-11-13,-9,2,11,-0.029999999999999968,-2,-2,-0.04999999999999999,-11,-8,-0.16399999999999992,2,-4,4,3,-5,-3,4,765.0,45.0,285.0,36.0,669.0,71.0,3.418,0.09199999999999986,57.0,3.0,154.0,2.0,2.905,0.12999999999999995,138.0,-30.0,185.0,-55.0,5.969,0.2610000000000001,93.0,14.0,347.0,12.0,142.0,20.0,73.0,27.0,51.0,4.0,102.0,-27.0,197.0,35.0
2305,2305,4765,1058,UTA,10,2015-11-15,Away,ATL,W,97,96,39,76,0.513,7,21,0.33299999999999996,12,17,0.706,10,40,21,7,7,17,15,37,76,0.48700000000000004,8,22,0.364,14,17,0.8240000000000001,8,33,26,9,5,15,16,2015-11-15,1,2,0,0.026000000000000027,-1,-1,-0.03099999999999997,-2,0,-0.1180000000000001,2,7,-5,-2,2,2,-1,858.0,36.0,319.0,38.0,756.0,82.0,3.809,0.06199999999999989,65.0,1.0,179.0,0.0,3.2249999999999996,0.07999999999999996,155.0,-41.0,208.0,-63.0,6.708,0.0970000000000002,105.0,16.0,388.0,8.0,166.0,24.0,87.0,30.0,57.0,-1.0,119.0,-30.0,221.0,39.0
2306,2306,4766,1195,UTA,11,2015-11-18,Home,TOR,W,93,89,35,72,0.486,7,22,0.318,16,22,0.727,7,41,15,9,5,17,20,34,80,0.425,5,20,0.25,16,18,0.889,9,37,14,10,4,14,17,2015-11-18,4,1,-8,0.061,2,2,0.068,0,4,-0.16200000000000006,-2,4,1,-1,1,3,3,955.0,37.0,358.0,40.0,832.0,82.0,4.322,0.08799999999999991,72.0,0.0,200.0,-1.0,3.558,0.04899999999999999,167.0,-43.0,225.0,-63.0,7.414,-0.020999999999999908,115.0,18.0,428.0,15.0,187.0,19.0,94.0,28.0,64.0,1.0,136.0,-28.0,236.0,38.0
2307,2307,4767,1260,UTA,12,2015-11-20,Away,DAL,L,93,102,35,80,0.43799999999999994,6,20,0.3,17,21,0.81,18,48,14,4,2,17,24,39,83,0.47,8,28,0.28600000000000003,16,17,0.941,8,34,24,10,5,8,19,2015-11-20,-9,-4,-3,-0.031999999999999966,-2,-8,0.013999999999999957,1,4,-0.1309999999999999,10,14,-10,-6,-3,9,5,1048.0,41.0,393.0,41.0,904.0,74.0,4.808,0.1489999999999999,79.0,2.0,222.0,1.0,3.876,0.11699999999999999,183.0,-43.0,247.0,-59.0,8.141,-0.18299999999999997,122.0,16.0,469.0,19.0,202.0,20.0,103.0,27.0,69.0,2.0,153.0,-25.0,256.0,41.0
2308,2308,4768,1358,UTA,13,2015-11-23,Home,OKC,L,89,111,28,73,0.384,5,19,0.263,28,40,0.7,13,41,15,11,3,21,18,42,77,0.545,11,27,0.40700000000000003,16,18,0.889,6,36,22,12,10,16,31,2015-11-23,-22,-14,-4,-0.16100000000000006,-6,-8,-0.14399999999999996,12,22,-0.18900000000000008,7,5,-7,-1,-7,5,-13,1141.0,32.0,428.0,37.0,984.0,71.0,5.2459999999999996,0.11699999999999994,85.0,0.0,242.0,-7.0,4.176,0.13099999999999995,200.0,-42.0,268.0,-55.0,8.951,-0.31399999999999983,140.0,26.0,517.0,33.0,216.0,10.0,107.0,21.0,71.0,-1.0,170.0,-16.0,280.0,46.0
2309,2309,4769,1458,UTA,14,2015-11-25,Away,LAC,W,102,91,39,77,0.506,6,13,0.462,18,25,0.72,11,39,19,12,4,16,20,38,75,0.507,4,12,0.33299999999999996,11,17,0.647,11,35,18,11,7,19,22,2015-11-25,11,1,2,-0.0010000000000000009,2,1,0.129,7,8,0.07299999999999995,0,4,1,1,-3,-3,-2,1230.0,10.0,456.0,23.0,1057.0,67.0,5.63,-0.04400000000000012,90.0,-6.0,261.0,-15.0,4.439,-0.013000000000000012,228.0,-30.0,308.0,-33.0,9.651,-0.5029999999999999,153.0,33.0,558.0,38.0,231.0,3.0,118.0,20.0,74.0,-8.0,191.0,-11.0,298.0,33.0
2310,2310,4770,1558,UTA,15,2015-11-28,Home,NOP,W,101,87,38,82,0.46299999999999997,9,18,0.5,16,21,0.762,12,49,18,11,9,15,25,29,69,0.42,5,17,0.294,24,30,0.8,4,35,19,8,4,16,19,2015-11-28,14,9,13,0.04300000000000004,4,1,0.206,-8,-9,-0.038000000000000034,8,14,-1,3,5,-1,6,1332.0,21.0,495.0,24.0,1134.0,69.0,6.136,-0.04500000000000012,96.0,-4.0,274.0,-14.0,4.901,0.11599999999999999,246.0,-23.0,333.0,-25.0,10.371,-0.42999999999999994,164.0,33.0,597.0,42.0,250.0,4.0,130.0,21.0,78.0,-11.0,207.0,-14.0,318.0,31.0
