,Unnamed: 0,Unnamed: 0.1,Team,Game,Date,Home,Opponent,WINorLOSS,Points,Opp.Points,FieldGoals,FieldGoalsAttempted,FieldGoals.,3PointShots,3PointShotsAttempted,3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoalsAttempted,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrowsAttempted,Opp.FreeThrows.,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls,date,Points-Differential,FieldGoals-Differential,FieldGoalsAttempted-Differential,FieldGoals.-Differential,3PointShots-Differential,3PointShotsAttempted-Differential,3PointShots.-Differential,FreeThrows-Differential,FreeThrowsAttempted-Differential,FreeThrows.-Differential,OffRebounds-Differential,TotalRebounds-Differential,Assists-Differential,Steals-Differential,Blocks-Differential,Turnovers-Differential,TotalFouls-Differential
17,4937,1860,ATL,18,2016-11-28,Away,GSW,L,100,105,36,85,0.424,7,29,0.241,21,30,0.7,13,50,20,11,4,18,22,37,85,0.435,12,35,0.343,19,24,0.792,7,41,25,6,10,14,20,2016-11-28,-5,-1,0,-0.01100000000000001,-5,-6,-0.10200000000000004,2,6,-0.09200000000000008,6,9,-5,5,-6,4,2
18,4938,1960,ATL,19,2016-11-30,Away,PHO,L,107,109,45,89,0.506,9,25,0.36,8,10,0.8,7,40,20,9,6,20,22,40,89,0.449,10,21,0.476,19,25,0.76,13,41,15,11,4,15,17,2016-11-30,-2,5,0,0.056999999999999995,-1,4,-0.11599999999999999,-11,-15,0.040000000000000036,-6,-1,5,-2,2,5,5
19,4939,2060,ATL,20,2016-12-02,Home,DET,L,85,121,32,88,0.364,6,24,0.25,15,20,0.75,6,32,22,6,2,7,12,48,89,0.539,17,29,0.586,8,12,0.667,11,54,28,4,3,15,15,2016-12-02,-36,-16,-1,-0.17500000000000004,-11,-5,-0.33599999999999997,7,8,0.08299999999999996,-5,-22,-6,2,-1,-8,-3
20,4940,2199,ATL,21,2016-12-03,Away,TOR,L,84,128,35,88,0.398,7,28,0.25,7,14,0.5,13,38,21,7,5,18,13,53,92,0.5760000000000001,13,24,0.542,9,11,0.818,12,48,28,14,7,12,17,2016-12-03,-44,-18,-4,-0.17800000000000005,-6,4,-0.29200000000000004,-2,3,-0.31799999999999995,1,-10,-7,-7,-2,6,-4
21,4941,2262,ATL,22,2016-12-05,Home,OKC,L,99,102,34,77,0.442,7,22,0.318,24,32,0.75,7,36,26,13,3,18,24,37,80,0.463,10,31,0.32299999999999995,18,28,0.643,8,43,26,9,5,19,27,2016-12-05,-3,-3,-3,-0.02100000000000002,-3,-9,-0.004999999999999949,6,4,0.10699999999999998,-1,-7,0,4,-2,-1,-3
22,4942,2360,ATL,23,2016-12-07,Home,MIA,W,103,95,43,88,0.489,4,19,0.211,13,15,0.867,14,47,27,9,9,14,20,34,80,0.425,11,27,0.407,16,20,0.8,8,33,20,6,6,16,16,2016-12-07,8,9,8,0.064,-7,-8,-0.19599999999999998,-3,-5,0.06699999999999995,6,14,7,3,3,-2,4
23,4943,2460,ATL,24,2016-12-09,Away,MIL,W,114,110,40,84,0.476,12,34,0.353,22,29,0.759,9,46,32,7,8,17,11,44,94,0.468,12,28,0.429,10,14,0.7140000000000001,9,43,26,11,5,15,25,2016-12-09,4,-4,-10,0.007999999999999952,0,6,-0.07600000000000001,12,15,0.04499999999999993,0,3,6,-4,3,2,-14
24,4944,2560,ATL,25,2016-12-13,Home,ORL,L,120,131,45,89,0.506,11,28,0.393,19,21,0.905,13,45,29,6,4,15,16,51,87,0.586,15,34,0.441,14,20,0.7,5,28,36,8,5,9,17,2016-12-13,-11,-6,2,-0.07999999999999996,-4,-6,-0.04799999999999999,5,1,0.20500000000000007,8,17,-7,-2,-1,6,-1
25,4945,2660,ATL,26,2016-12-16,Away,TOR,W,125,121,46,86,0.535,11,25,0.44,22,32,0.688,15,44,26,6,6,14,22,47,86,0.547,10,21,0.476,17,26,0.654,8,28,20,7,5,9,27,2016-12-16,4,-1,0,-0.01200000000000001,1,4,-0.035999999999999976,5,6,0.03399999999999992,7,16,6,-1,1,5,-5
26,4946,2760,ATL,27,2016-12-17,Home,CHO,L,99,107,40,86,0.465,10,26,0.385,9,16,0.563,9,47,26,4,2,12,18,43,88,0.489,12,27,0.444,9,13,0.6920000000000001,7,43,26,8,3,12,17,2016-12-17,-8,-3,-2,-0.023999999999999966,-2,-1,-0.059,0,3,-0.12900000000000011,2,4,0,-4,-1,0,1
27,4947,2860,ATL,28,2016-12-19,Away,OKC,W,110,108,41,75,0.547,9,23,0.391,19,24,0.792,5,35,24,5,2,15,20,39,87,0.448,10,35,0.28600000000000003,20,26,0.769,15,44,13,8,3,12,18,2016-12-19,2,2,-12,0.09900000000000003,-1,-12,0.10499999999999998,-1,-2,0.02300000000000002,-10,-9,11,-3,-1,3,2
28,4948,2960,ATL,29,2016-12-21,Home,MIN,L,84,92,34,82,0.415,7,26,0.269,9,13,0.6920000000000001,8,35,19,9,8,10,15,35,83,0.422,9,29,0.31,13,14,0.929,15,52,21,6,6,17,11,2016-12-21,-8,-1,-1,-0.007000000000000006,-2,-3,-0.04099999999999998,-4,-1,-0.237,-7,-17,-2,3,2,-7,4
29,4949,3060,ATL,30,2016-12-23,Away,DEN,W,109,108,37,86,0.43,8,25,0.32,27,33,0.818,9,40,26,10,4,8,25,37,78,0.474,8,25,0.32,26,35,0.743,7,46,27,3,7,15,29,2016-12-23,1,0,8,-0.043999999999999984,0,0,0.0,1,-2,0.07499999999999996,2,-6,-1,7,-3,-7,-4
30,4950,3199,ATL,31,2016-12-26,Away,MIN,L,90,104,35,83,0.422,8,32,0.25,12,17,0.706,17,46,20,8,7,19,19,37,82,0.451,15,31,0.484,15,18,0.833,11,40,26,11,3,14,19,2016-12-26,-14,-2,1,-0.029000000000000026,-7,1,-0.23399999999999999,-3,-1,-0.127,6,6,-6,-3,4,5,0
31,4951,3262,ATL,32,2016-12-28,Home,NYK,W,102,98,37,101,0.366,7,27,0.259,21,27,0.778,17,55,19,8,3,13,19,35,93,0.376,7,27,0.259,21,26,0.8079999999999999,14,55,20,8,7,17,23,2016-12-28,4,2,8,-0.010000000000000009,0,0,0.0,0,1,-0.029999999999999916,3,0,-1,0,-4,-4,-4
32,4952,3360,ATL,33,2016-12-30,Home,DET,W,105,98,39,88,0.443,8,26,0.308,19,25,0.76,12,44,29,10,2,15,21,35,84,0.417,9,31,0.29,19,21,0.905,14,43,22,9,7,18,24,2016-12-30,7,4,4,0.026000000000000023,-1,-5,0.018000000000000016,0,4,-0.14500000000000002,-2,1,7,1,-5,-3,-3
33,4953,3460,ATL,34,2017-01-01,Home,SAS,W,114,112,42,92,0.457,14,28,0.5,16,27,0.593,11,46,25,6,6,11,21,42,90,0.467,9,27,0.333,19,22,0.8640000000000001,9,47,27,5,6,12,21,2017-01-01,2,0,2,-0.010000000000000009,5,1,0.16699999999999998,-3,5,-0.27100000000000013,2,-1,-2,1,0,-1,0
34,4954,3560,ATL,35,2017-01-04,Away,ORL,W,111,92,44,81,0.5429999999999999,10,19,0.526,13,18,0.722,3,39,27,12,3,12,12,37,86,0.43,9,28,0.321,9,10,0.9,10,40,19,9,6,17,17,2017-01-04,19,7,-5,0.11299999999999993,1,-9,0.20500000000000002,4,8,-0.17800000000000005,-7,-1,8,3,-3,-5,-5
35,4955,3660,ATL,36,2017-01-05,Away,NOP,W,99,94,38,90,0.422,9,23,0.391,14,17,0.8240000000000001,12,55,23,9,6,14,14,34,93,0.366,15,35,0.429,11,14,0.7859999999999999,15,52,19,8,4,15,18,2017-01-05,5,4,-3,0.055999999999999994,-6,-12,-0.03799999999999998,3,3,0.038000000000000145,-3,3,4,1,2,-1,-4
36,4956,3760,ATL,37,2017-01-07,Away,DAL,W,97,82,30,74,0.405,11,22,0.5,26,32,0.813,6,47,19,8,1,10,15,32,82,0.39,9,36,0.25,9,10,0.9,6,41,18,7,3,14,25,2017-01-07,15,-2,-8,0.015000000000000013,2,-14,0.25,17,22,-0.08700000000000008,0,6,1,1,-2,-4,-10
37,4957,3860,ATL,38,2017-01-10,Away,BRK,W,117,97,44,92,0.478,7,23,0.304,22,38,0.579,15,53,25,11,12,12,17,35,87,0.402,10,29,0.345,17,23,0.7390000000000001,14,48,22,5,4,17,24,2017-01-10,20,9,5,0.07599999999999996,-3,-6,-0.04099999999999998,5,15,-0.16000000000000014,1,5,3,6,8,-5,-7
38,4958,3960,ATL,39,2017-01-13,Home,BOS,L,101,103,36,84,0.429,11,30,0.3670000000000001,18,21,0.857,12,43,22,5,5,12,17,36,83,0.434,17,44,0.386,14,19,0.737,9,43,22,7,3,12,16,2017-01-13,-2,0,1,-0.0050000000000000044,-6,-14,-0.018999999999999906,4,2,0.12,3,0,0,-2,2,0,1
39,4959,4060,ATL,40,2017-01-15,Home,MIL,W,111,98,42,80,0.525,13,26,0.5,14,18,0.778,14,37,29,9,4,19,20,39,79,0.494,6,19,0.316,14,18,0.778,13,36,25,11,4,16,25,2017-01-15,13,3,1,0.031000000000000028,7,7,0.184,0,0,0.0,1,1,4,-2,0,3,-5
40,4960,4199,ATL,41,2017-01-16,Away,NYK,W,108,107,40,87,0.46,12,32,0.375,16,23,0.696,8,36,26,11,3,10,15,42,85,0.494,8,26,0.308,15,23,0.652,15,53,21,8,3,18,22,2017-01-16,1,-2,2,-0.033999999999999975,4,6,0.067,1,0,0.04399999999999993,-7,-17,5,3,0,-8,-7
41,4961,4262,ATL,42,2017-01-18,Away,DET,L,95,118,30,78,0.385,6,25,0.24,29,37,0.784,8,32,22,1,4,12,21,45,91,0.495,10,25,0.4,18,28,0.643,18,60,27,6,0,12,29,2017-01-18,-23,-15,-13,-0.10999999999999999,-4,0,-0.16000000000000003,11,9,0.14100000000000001,-10,-28,-5,-5,4,0,-8
42,4962,4360,ATL,43,2017-01-20,Home,CHI,W,102,93,39,82,0.476,9,22,0.409,15,19,0.789,10,40,23,16,3,19,19,34,81,0.42,7,28,0.25,18,19,0.947,12,41,18,12,5,24,17,2017-01-20,9,5,1,0.055999999999999994,2,-6,0.15899999999999997,-3,0,-0.15799999999999992,-2,-1,5,4,-2,-5,2
43,4963,4460,ATL,44,2017-01-21,Home,PHI,W,110,93,45,91,0.495,7,20,0.35,13,23,0.565,11,47,24,8,5,13,18,33,78,0.423,12,29,0.414,15,18,0.833,7,39,27,8,6,22,19,2017-01-21,17,12,13,0.07200000000000001,-5,-9,-0.064,-2,5,-0.268,4,8,-3,0,-1,-9,-1
44,4964,4560,ATL,45,2017-01-23,Home,LAC,L,105,115,37,88,0.42,9,29,0.31,22,26,0.846,8,40,28,8,2,8,17,42,84,0.5,14,24,0.583,17,22,0.773,10,46,23,4,8,11,19,2017-01-23,-10,-5,4,-0.08000000000000002,-5,5,-0.27299999999999996,5,4,0.07299999999999995,-2,-6,5,4,-6,-3,-2
45,4965,4660,ATL,46,2017-01-25,Away,CHI,W,119,114,43,83,0.518,17,30,0.5670000000000001,16,19,0.8420000000000001,6,39,29,5,5,13,20,43,94,0.457,8,27,0.29600000000000004,20,26,0.769,12,41,18,6,5,6,16,2017-01-25,5,0,-11,0.061,9,3,0.271,-4,-7,0.07300000000000006,-6,-2,11,-1,0,7,4
46,4966,4760,ATL,47,2017-01-27,Home,WAS,L,86,112,30,83,0.361,9,31,0.29,17,25,0.68,8,41,18,9,8,19,16,43,89,0.483,13,31,0.419,13,19,0.684,13,52,26,12,10,18,24,2017-01-27,-26,-13,-6,-0.122,-4,0,-0.129,4,6,-0.0040000000000000036,-5,-11,-8,-3,-2,1,-8
47,4967,4860,ATL,48,2017-01-29,Home,NYK,W,142,139,52,119,0.4370000000000001,10,31,0.32299999999999995,28,40,0.7,17,64,36,4,2,14,24,51,128,0.398,18,51,0.353,19,23,0.826,15,63,32,9,11,12,39,2017-01-29,3,1,-9,0.03900000000000009,-8,-20,-0.030000000000000027,9,17,-0.126,2,1,4,-5,-9,2,-15
48,4968,4960,ATL,49,2017-02-01,Away,MIA,L,93,116,34,86,0.395,7,26,0.269,18,21,0.857,9,43,13,10,6,15,14,45,93,0.484,12,32,0.375,14,19,0.737,10,47,23,10,11,12,18,2017-02-01,-23,-11,-7,-0.08899999999999997,-5,-6,-0.10599999999999998,4,2,0.12,-1,-4,-10,0,-5,3,-4
49,4969,5060,ATL,50,2017-02-02,Away,HOU,W,113,108,44,85,0.518,8,30,0.267,17,23,0.7390000000000001,8,56,26,8,5,20,20,35,93,0.376,13,51,0.255,25,33,0.758,7,37,19,11,4,9,20,2017-02-02,5,9,-8,0.14200000000000002,-5,-21,0.01200000000000001,-8,-10,-0.018999999999999906,1,19,7,-3,1,11,0
50,4970,5199,ATL,51,2017-02-04,Home,ORL,W,113,86,41,78,0.526,10,28,0.35700000000000004,21,27,0.778,10,48,28,8,2,15,20,27,78,0.34600000000000003,7,27,0.259,25,28,0.893,7,33,17,8,4,13,19,2017-02-04,27,14,0,0.18,3,1,0.09800000000000003,-4,-1,-0.11499999999999999,3,15,11,0,-2,2,1
51,4971,5262,ATL,52,2017-02-06,Home,UTA,L,95,120,33,74,0.446,6,17,0.353,23,32,0.7190000000000001,7,30,16,6,3,12,18,49,80,0.613,10,26,0.385,12,18,0.667,9,44,31,9,7,12,23,2017-02-06,-25,-16,-6,-0.16699999999999998,-4,-9,-0.03200000000000003,11,14,0.052000000000000046,-2,-14,-15,-3,-4,0,-5
52,4972,5360,ATL,53,2017-02-08,Home,DEN,W,117,106,47,93,0.505,8,27,0.29600000000000004,15,18,0.833,12,48,31,6,4,10,18,40,100,0.4,13,44,0.295,13,21,0.619,21,49,25,8,4,10,20,2017-02-08,11,7,-7,0.10499999999999998,-5,-17,0.0010000000000000564,2,-3,0.21399999999999997,-9,-1,6,-2,0,0,-2
53,4973,5460,ATL,54,2017-02-10,Away,SAC,L,107,108,36,71,0.507,11,30,0.3670000000000001,24,31,0.774,3,37,19,6,5,16,17,38,80,0.475,18,36,0.5,14,21,0.667,8,39,27,12,2,18,27,2017-02-10,-1,-2,-9,0.03200000000000003,-7,-6,-0.1329999999999999,10,10,0.10699999999999998,-5,-2,-8,-6,3,-2,-10
54,4974,5560,ATL,55,2017-02-13,Away,POR,W,109,104,32,83,0.386,8,28,0.28600000000000003,37,48,0.7709999999999999,7,52,20,9,11,9,23,37,103,0.359,16,42,0.381,14,25,0.56,22,66,22,4,4,14,34,2017-02-13,5,-5,-20,0.027000000000000024,-8,-14,-0.09499999999999997,23,23,0.21099999999999985,-15,-14,-2,5,7,-5,-11
55,4975,5660,ATL,56,2017-02-15,Away,LAC,L,84,99,32,79,0.405,7,26,0.269,13,19,0.684,10,45,20,5,1,20,13,37,79,0.468,14,37,0.378,11,12,0.917,5,40,24,18,3,16,17,2017-02-15,-15,-5,0,-0.063,-7,-11,-0.10899999999999999,2,7,-0.23299999999999998,5,5,-4,-13,-2,4,-4
56,4976,5760,ATL,57,2017-02-24,Home,MIA,L,90,108,30,79,0.38,6,20,0.3,24,36,0.667,8,45,14,7,6,10,12,40,99,0.404,17,37,0.459,11,13,0.846,15,54,30,7,5,12,27,2017-02-24,-18,-10,-20,-0.02400000000000002,-11,-17,-0.15900000000000003,13,23,-0.17899999999999994,-7,-9,-16,0,1,-2,-15
57,4977,5860,ATL,58,2017-02-25,Away,ORL,L,86,105,32,85,0.376,8,25,0.32,14,26,0.5379999999999999,12,48,21,4,4,17,19,37,81,0.457,8,27,0.29600000000000004,23,24,0.958,7,47,21,11,8,13,23,2017-02-25,-19,-5,4,-0.08100000000000002,0,-2,0.023999999999999966,-9,2,-0.42000000000000004,5,1,0,-7,-4,4,-4
58,4978,5960,ATL,59,2017-02-27,Away,BOS,W,114,98,46,95,0.484,6,25,0.24,16,20,0.8,13,55,22,10,10,14,19,34,87,0.391,10,34,0.294,20,25,0.8,9,40,21,9,7,18,20,2017-02-27,16,12,8,0.09299999999999997,-4,-9,-0.05399999999999999,-4,-5,0.0,4,15,1,1,3,-4,-1
59,4979,6060,ATL,60,2017-03-01,Home,DAL,W,100,95,36,64,0.563,10,21,0.476,18,24,0.75,4,34,24,12,4,22,19,35,77,0.455,14,33,0.424,11,13,0.846,10,33,22,10,5,20,20,2017-03-01,5,1,-13,0.10799999999999993,-4,-12,0.05199999999999999,7,11,-0.09599999999999997,-6,1,2,2,-1,2,-1
60,4980,6199,ATL,61,2017-03-03,Home,CLE,L,130,135,49,91,0.5379999999999999,10,26,0.385,22,30,0.733,11,43,30,7,4,12,15,47,86,0.547,25,46,0.5429999999999999,16,20,0.8,5,33,31,7,5,14,24,2017-03-03,-5,2,5,-0.009000000000000119,-15,-20,-0.15799999999999992,6,10,-0.06700000000000006,6,10,-1,0,-1,-2,-9
61,4981,6262,ATL,62,2017-03-05,Home,IND,L,96,97,34,77,0.442,9,27,0.333,19,31,0.613,11,44,21,12,1,14,19,35,78,0.449,15,33,0.455,12,21,0.5710000000000001,9,44,24,6,4,15,22,2017-03-05,-1,-1,-1,-0.007000000000000006,-6,-6,-0.122,7,10,0.041999999999999926,2,0,-3,6,-3,-1,-3
62,4982,6360,ATL,63,2017-03-06,Home,GSW,L,111,119,38,82,0.463,13,28,0.464,22,31,0.71,14,47,19,6,6,19,23,41,87,0.471,20,44,0.455,17,22,0.773,13,43,33,10,4,14,22,2017-03-06,-8,-3,-5,-0.007999999999999952,-7,-16,0.009000000000000008,5,9,-0.06300000000000006,1,4,-14,-4,2,5,1
63,4983,6460,ATL,64,2017-03-08,Home,BRK,W,110,105,41,95,0.4320000000000001,4,20,0.2,24,32,0.75,11,47,19,12,7,15,22,37,80,0.463,11,33,0.333,20,25,0.8,5,40,28,7,11,22,25,2017-03-08,5,4,15,-0.030999999999999917,-7,-13,-0.133,4,7,-0.050000000000000044,6,7,-9,5,-4,-7,-3
64,4984,6560,ATL,65,2017-03-10,Home,TOR,W,105,99,39,75,0.52,8,22,0.364,19,29,0.655,8,45,24,8,6,21,20,37,92,0.402,4,25,0.16,21,27,0.778,16,46,19,17,5,11,28,2017-03-10,6,2,-17,0.118,4,-3,0.204,-2,2,-0.123,-8,-1,5,-9,1,10,-8
65,4985,6660,ATL,66,2017-03-11,Away,MEM,W,107,90,36,72,0.5,15,30,0.5,20,26,0.769,6,46,22,9,6,18,23,34,90,0.378,5,29,0.172,17,23,0.7390000000000001,13,41,22,11,3,13,21,2017-03-11,17,2,-18,0.122,10,1,0.328,3,3,0.029999999999999916,-7,5,0,-2,3,5,2
66,4986,6760,ATL,67,2017-03-13,Away,SAS,L,99,107,37,81,0.457,6,22,0.273,19,30,0.633,6,36,27,13,3,16,20,39,81,0.481,16,34,0.471,13,17,0.765,7,44,31,6,9,21,22,2017-03-13,-8,-2,0,-0.023999999999999966,-10,-12,-0.19799999999999995,6,13,-0.132,-1,-8,-4,7,-6,-5,-2
67,4987,6860,ATL,68,2017-03-16,Home,MEM,L,91,103,29,71,0.408,8,27,0.29600000000000004,25,34,0.735,8,38,19,6,9,17,17,39,92,0.424,10,28,0.35700000000000004,15,18,0.833,16,48,29,7,5,11,25,2017-03-16,-12,-10,-21,-0.016000000000000014,-2,-1,-0.061,10,16,-0.09799999999999998,-8,-10,-10,-1,4,6,-8
68,4988,6960,ATL,69,2017-03-18,Home,POR,L,97,113,32,88,0.364,7,26,0.269,26,32,0.813,12,35,22,13,7,13,12,44,87,0.506,8,18,0.444,17,19,0.895,13,54,23,9,9,20,22,2017-03-18,-16,-12,1,-0.14200000000000002,-1,8,-0.175,9,13,-0.08200000000000007,-1,-19,-1,4,-2,-7,-10
69,4989,7060,ATL,70,2017-03-20,Away,CHO,L,90,105,37,84,0.44,12,37,0.324,4,10,0.4,12,45,26,3,5,15,17,40,80,0.5,12,30,0.4,13,20,0.65,5,33,28,12,4,7,13,2017-03-20,-15,-3,4,-0.06,0,7,-0.07600000000000001,-9,-10,-0.25,7,12,-2,-9,1,8,4
70,4990,7199,ATL,71,2017-03-22,Away,WAS,L,100,104,34,86,0.395,8,25,0.32,24,29,0.828,11,44,20,11,5,16,19,38,95,0.4,11,34,0.324,17,23,0.7390000000000001,17,54,23,9,6,19,26,2017-03-22,-4,-4,-9,-0.0050000000000000044,-3,-9,-0.0040000000000000036,7,6,0.08899999999999986,-6,-10,-3,2,-1,-3,-7
